,sentence,label
285,廣東不是他的廣州軍政府轉南京國民政府中國的分裂是就西方帝國主毛打贏的方法就跟綠共差不共產黨在佔領區似有種罌粟和現在民進黨一樣,Non-offensive
286,換市長救市綠綠真的很會扯國民黨執政的時候,Non-offensive
287,"已經超越馬成還馬英九公道者必蔡英文八卦版的馬英九文居然沒有還馬英九公道者必蔡英文原始馬真的比馬2.0正派假博士挺假碩士好歹馬學歷是真的,DPP馬",Non-offensive
288,SOD輸了吧這叫智障？八卦魯肥宅不就這搞不好真的騙醫生拿到證這也信喔！不騙妳騙誰智障在騙人？信的是智障騙人的也是智障可能是類似鄧加滑這種看起智障的是女的吧，幹真的智智障有妻子還能騙人性侵,Non-offensive
289,"一水肥大隊就是負責潑糞的嘛垃圾造謠四叉貓側翼黨媒就是負責潑糞抹屎""航空公司主動提供接駁車又是假消息側翼又來丟臉了主動啦那次不主動了塔綠斑敗票仔坐廉航的被批耍特權？！屎插的車該不會還有人要上塔綠班一天不造謠很難受真的夠了主動提供=",Non-offensive
290,反共還要分時段喔這劇本不錯，明天來上班沒錯,Non-offensive
291,故意漏這個人每篇文都語無倫次阿門,Non-offensive
292,毛推你這篇，苗頭怎麼還活著邏輯死亡太難看囉看來博雅也贊同去夜店的女笑死,Non-offensive
293,=曾經被黑成同路人,Non-offensive
294,台灣有你一個人怎麼投兩票,Non-offensive
295,草包,Offensive
296,演什麼演猴戲開始沒想到現在幫大眾發聲的立下禮拜五好了啦,Non-offensive
297,沒出這個台男不找年輕的靠北還不到10萬北機站不是飛機吧,Non-offensive
298,獨立理性客觀哈哈哈啊他跟退時力的都是好友,Non-offensive
299,至始至終,Non-offensive
300,你一定假的國外評比都超越新加坡了,Non-offensive
301,別演了,Non-offensive
302,33粉崩潰蔣比4年前丁強,Non-offensive
303,這是叫大家不要好,Non-offensive
304,人雙標仔7pupu臭鮑魚真的很會裝死雙標仔閉嘴3+11高嘉瑜：？女權？只在乎合乎自己利益3+11出來打球3+11馬的有夠不要臉3+113+11時,Non-offensive
305,這最好看得出什麼台北的選擇,Non-offensive
306,扣分她就是爸寶,Non-offensive
307,還是要把黑道整編為國土防衛部隊閃尿,Non-offensive
308,連這咖都講出真話,Non-offensive
309,選輸又年輕人的鍋,Non-offensive
310,子瑄只是為了錢，別為難他自己沒研發能力花錢強化軍這個廢物還賴在台灣啊台大政治一堆黨國餘孽真的攻三小~俄中不出來打人就中有子軒,Non-offensive
311,幫阿扁節哀阿扁誠實中阿扁小心看看阿扁,Non-offensive
312,還強迫還有人在用喔,Non-offensive
313,捐獎學金也是賄選X新竹到底什麼爛地方獎學金應該還好，只是拜票捐獎學金給不知道是誰（賄哇獎學金真的是微妙民進黨真是優質,Non-offensive
314,講話變得很…怕了喔…果然聰明人,Non-offensive
315,又在作這種造神文…馬上看到陶本結果還是淹水是在搞笑嗎DPP的文膽陶本和？先噓再看好可憐w現在記者是把老百姓當白癡笑死,Non-offensive
316,土城市長民進黨式民主不歡迎反串我是高就任馬上打弊案，打想搞事？dpp議員說不定最容易罷,Non-offensive
317,ﾟдﾟ)凸雀食~躺垃圾母豬,Offensive
318,被毀掉=,Non-offensive
319,不意外側翼仔不意外把這死t抓去當兵啦~塔綠還不搭船去軍演區舉牌抗議當初是誰投給他的啊？選民台灣一堆同言同語,Non-offensive
320,就是這文組就是這樣，沒什麼邏輯3＋11社民黨范雲大功臣狗幹臭踢keroro39,Offensive
321,然後請事實就是柯做的比深藍還要比民進黨有風度多了，這個為了市政好4%3粉們應該凸(,Non-offensive
322,你是忘了蔡EE?看不懂@@現在的總統都不出現了呢？公開透明別人的東西，自己人民期待BNT,Non-offensive
323,我覺得不要覺得,Non-offensive
324,好嗎?Go,Non-offensive
325,趙介佑表示蔡政府只在意選舉，都不去笑死,Non-offensive
326,不知道在說啥你好大，我好怕就只敢窩在死忠的同溫層取毫無廉恥心塔綠班哪來的邏輯難怪會被下架,Non-offensive
327,被馬狗洗臉當然是助選啊馬囧跟台灣政治脫節了！現薛部長大聲點說出掮客是誰原本以為阿中已經很誇張了舔黨才能升官，難道要花1側翼標準教學沒證據小故事這局阿九得分！不過阿九沒馬英九說的對啊ok,Non-offensive
328,耍嘴皮子是不是太高估他了考不上啦,Non-offensive
329,自爆到慘不每次隔天就被打臉,Non-offensive
330,謝三小,Non-offensive
331,八卦板的正常人果然不是就很簡單嗎？綠的覺得塔綠斑是正常人嗎?巧芯跟馬的合照，馬才是受可惜死忠的非正常人公開給拍照握手很正常,Non-offensive
332,只要今年慘輸笑死,Offensive
333,台灣人蠢,Offensive
334,混去腳新北跟高雄,Non-offensive
335,結果幕僚全都是…抗中飽台農包aka黑道小弟黑道小弟出場囉不是有上過網紅影片洗過形黑金農，黑金啊黑金黑道小弟農夫不會上啦，陪考的那個趙介祐案辦到哪裡了？黑就下去民進黨應該派王浩宇啊黑道黨部準備重返榮耀沒事，全台一堆不差他一個提前恭喜KMT勝利找個傀儡也好,Non-offensive
336,天啊！,Non-offensive
337,就早點下來還是有一堆死忠的,Non-offensive
338,一民進黨發生甚麼事都不意外爭取年輕選票的方法就這樣不修法沒用,Non-offensive
339,我覺得可以很有說服力選里長就開大,Non-offensive
340,死忠黨只有蔡英文,Non-offensive
341,有前例有資源這肯定是來搞的吧五星旗的市長：讀稿還讀到出錯,Non-offensive
342,"噁心的黨主席有在守嗎噁心死了，選舉才會出來的浪費八年了,真的是不能再又來這爛招，都不會膩嗎？園區彈~~~飛彈打過來逛美食展的說守幹你娘!你當總統了已經力量很大了你的守護就是不要往上看嗎王八蛋，根本不配做人又在賣芒果乾？守護台海？崩盤到胡言亂語了嗎",Non-offensive
343,但喊修選罷法就打假球演戲而所以台北市都是黑道?台中顏市長表示：…想太多，七三開是吳七王三還好我在昨天未來事件交易趙：你再講一句試試看？投票人數少的本來就死忠多笑死，說處理黑金得罪英系哪來抹黑,Non-offensive
344,再連結誰打造謠王柯狗還有可信度嗎也有可能不想讓民眾黨贏得難怪...有料有證明就拿出來講，在四樓標準示範綠能你不能含滷蛋壁雕準備坐牢了吧新竹,Non-offensive
345,"（台灣最美麗的風景登山客那會那麼多垃圾？想家庭垃圾了話就不用解釋太平地人誰這麼無聊跑去司馬台灣最美的風景垃圾人扯什麼綠共的！這跟那個黨當地人丟的吧謝謝你喜歡台灣誰會沒事跑去深山部落丟垃塔綠班真的該死,",Non-offensive
346,小時候很打個圓場就好了啊！ㄚ,Non-offensive
347,他是不是忘了這席本來是將選總統還市長本來就沒意義自家人都不挺他,Non-offensive
348,一個連考不上啦==找嚴厲的畢得了業嗎覺得,Non-offensive
349,拿家用比,Non-offensive
350,在那邊叫甚麼叫!!炒房政策樹無皮必死無疑,Non-offensive
351,國會過半好意思說塞就說下禮拜五,Non-offensive
352,中國台灣,Non-offensive
353,蔣應該不需要腳踏車看來總統大位穩了你滿了我就漫出來了贊,Non-offensive
354,只想硬拗拍馬屁這三小邏輯大局為重這咖小在講什麼，對手都佛桃園....重兵？高虹安羽球球場蓋的很好所以蔡EE到處助選是KM到底在鬼扯什麼桃園從穩贏玩到等輸還敢講講反了吧不夠雙標死忠,Non-offensive
355,脫褲換個台詞行不行，這麼大個小英總統廢掉民進黨黨內多不要連slogan都抄好看好了！世界,Non-offensive
356,等著看好戲要跟騷高虹安四年惹,Non-offensive
357,超民族自卑感吧,Non-offensive
358,沒必要作文章窩們不是好朋友嗎817最愛這一味,Non-offensive
359,投她支持,Non-offensive
360,女皇快救我噁T說自己憨慢,Non-offensive
361,法是一流的詐騙集團吧都是台大國發所的專家嗎？能源騙，防疫騙，學歷也騙9.2%去跟45%的嘴，好了啦,Non-offensive
362,問候人家媽媽蘇貞昌媽媽教騙神？？？公堂之上怎麼可以提老母公堂之上提人老木媽媽貪汙跑路了？傲慢官癌輸光頭民進党就是可以,Non-offensive
363,你們黨也民進黨倒一倒拉抗議對防疫有用？抗中保臺又在說幹話只會拉中國下水,Non-offensive
364,蔡英文挺誰，我就投！..都完全執政了到底在叫什麼沒問題，誰站你對面我就投817們,Non-offensive
365,打手當成這樣靠背,Offensive
366,其他人一率高這些政客到底多缺錢啦,Non-offensive
367,台灣這麼多事他只賴功德就蔡英文2.0,Non-offensive
368,什麼爛,Offensive
369,自三立,Non-offensive
370,再看是否影就職之後就說下次就被罷免輸不起,Non-offensive
371,先是阿共,Non-offensive
372,屁精好多人上車XD前面上車的好多之前的上車仔都沉默了w所以這種都是等告,Non-offensive
373,"拜託快修正側翼磨刀霍霍2018討厭民進黨的核心側翼臉書又要改回去功德院賴清德快出來吧廁液所以我們是要開始了沒金孫才是正統血脈EE根本功德賴空心菜都差不多貨色網軍跟側翼不要搞他,應該怎了，側翼要人格分裂去幫阿憲，先把可讓狼師一刀斃賴：我再裝一下好好把內部黑金整頓乾淨吧網軍側翼要把他打成中共同台派這東西就是英系換皮",Non-offensive
374,嘻嘻重點是還海薛塔綠班們,Non-offensive
375,之後發公告鼓勵公務文革來了塔綠班真的噁心大安文山選民智商很高來！行使你的言論自由！（真不要臉，那柯在羞辱北市台北市政府也不是讓你柯寄造謠造謠，牠們屎抹久就變虧苗是法律人，沒想到他會考ㄅ上律師の法律人阿北會體恤下屬，真是個好石斑魚有救了,Non-offensive
376,黨內開始出現妖人妖孽，敗817抹離開XDDDDD817單純是肚爛喜韓兒,Non-offensive
377,要去美國的選個賣台專門戶蔡ee，立問題是美國根本沒給我們什高耗能產業留下幹嘛,Non-offensive
378,反觀蔡蘇黃金陣容還是認為我很強,Non-offensive
379,"不審有差?有政府好安心可悲2020區域及政黨都很多房的財團,房東幫點讚哈哈哈……打房效果就已經果然..........三個月又三個月,三個月再不要懷疑政府炒房的決心演演戲而已",Non-offensive
380,這篇點市議員%數十幾席而已不是嗎哪來幾十席嗯，不要想一口吃成胖子，好幾十席？15%左右吧,Non-offensive
381,鍵盤律強暴脅迫aka非自願，有他會說是行使議員質詢權啦笑死，鍵盤律師耶，去修民快去告啊，看看法院會不會連議員開議期間的言論免責言論免責就能做這種事，我鍵盤律師苗他年底肯定高票當選的八卦版還在幻想苗大議員選肯定上的啊台大養出一堆廢物穩上,Non-offensive
382,沒關係笑死,Offensive
383,兩個同路人,Non-offensive
384,學Ee說話不行膩？你得到他了綠能你不能啊,Non-offensive
385,現在看起來是黑道控制國沒錯，反清復明黑道沒有愛國的只有魚肉百死忠無誤很死忠的喔漢奸也是自古就有,Non-offensive
386,光電還比風電穩多了！我寧可停電也要投DPP啦投票當天來個大停電,Non-offensive
387,天罰RIP,Non-offensive
388,酸爆反觀,Non-offensive
389,下周,Non-offensive
390,最希望DPP好的反留著，2024繼續輸，喜餅叔摩拳擦掌餅叔開扁餅叔處理一下要死在戰場上惹嗎她下一屆還會被民進黨提名留著會更好甲魚最近這麼吵,Non-offensive
391,是要怎樣？還功過相抵哩XD,Non-offensive
392,我喜歡阿麗這個人虧他曾經是高階經理人，現...我都不知道大學生的還不是看到黑熊勇士就知道那你給6億辦三小黑熊部隊說穿了就是青年不想上戰場年輕人沒投,Non-offensive
393,標準他講了算,Non-offensive
394,吃到別跟苗粉扯了..,Non-offensive
395,這個人有病孟買春秋，哈哈哈哈哈哈喜憨媒體？孟買春秋與綠頭低能側翼塔綠班之恥罵DPP就變挺KMT?,Offensive
396,沒補黨沒資源啊小黨沒那麼多資源人力沒錢啊,Non-offensive
397,不過我你就不敢辭，可悲真牠X的都是你們的毛用臉接球的智障草包那你們當初民進黨在嘴啥東那你自稱中國台灣人,Non-offensive
398,中共同路人這操作我看懂了中共共鳴人第三選區是什麼小三通示範太誠實了~中共同路人,Non-offensive
399,一嘴漂亮話的垃圾人可悲啊,Non-offensive
400,看能敗掉多少可悲，沒別的可以講了，空飛彈穿過台灣,Non-offensive
401,去817當年投給一個讀稿機琦多,Non-offensive
402,直接修羅場不是說要延長兵役,Non-offensive
403,只是隻畜牲貓貓不要侮辱貓,Offensive
404,科科柯健銘義正詞嚴說著不要臉這咖真的爛吸毒叫大家一起無法反駁激起藍綠小黨對立，夾殺小半斤八兩想看蔣爺執政可以不意外欸雙標黨不意外綠共不是叫假的老柯可以下去了自家的辭一辭再來說斐桃斐再爛都屌打喬王民進黨一個都不敢辭喔，就台灣毒瘤老柯老王密室協商總召真是呼風喚雨呢，厲害一直都是綠能你不能，死忠狗娘養的科把自己當賤人要求，把別人典型綠能,Non-offensive
405,元首講話本來就Youtube有轉播啊,Non-offensive
406,看不起台北市跟最近的話題剛好搭上,Non-offensive
407,XD台灣很重要嗎？大馬剛選舉人不要臉習慣把人民當白癡嗎畜牲綠共真的笑死人台灣水牛變台灣黃牛仗著死忠仔智商不到60就阿昌這麼神,Non-offensive
408,推薦33取代阿33加油,Non-offensive
409,出來得牙醫人民要疫苗要快篩的時候勒這人真是幹話連篇耶這草包這樣打,Non-offensive
410,煩不煩自己最黑低能談話,Non-offensive
411,英九雖然想化獨漸統,Non-offensive
412,那大家要支持先噴國民兩黨就會有粉粉高藍綠發大財？藍綠都反就是做對了藍綠大團結那就是說對啦垃圾不分藍白綠藍綠團結表示另一邊對了阿北真的很焦慮，快沒舞台原來選舉忙的時候，議員不團結就知道發生什麼事了藍綠一起支持的,Non-offensive
